,y,x,street_count,highway,ref
2521676630,48.397369,9.9871666,4,crossing,
2523997059,48.399522,9.9902508,3,,
2526885684,48.3970586,9.9885045,3,,
2526885685,48.397229,9.9890242,3,,
2526885688,48.3972511,9.9916641,3,,
2526885694,48.3973965,9.9885319,3,,
2526885709,48.3977191,9.9888442,3,,
2526885715,48.3977828,9.9885579,3,,
2526961625,48.39721,9.9905873,3,,
2526961649,48.3975807,9.9905703,3,,
2526972573,48.3978334,9.9898788,3,,
2527010057,48.3976805,9.9952197,3,,
2527010058,48.3979725,9.9946305,1,,
2527010060,48.3980218,9.9953021,3,,
2527010064,48.3990583,9.9930545,3,,
2527054799,48.3993664,9.9881064,1,,
2527054808,48.3993963,9.9885704,3,,
2533485927,48.3994251,9.9812036,3,,
2547864538,48.4006006,9.9866205,1,,
2547864541,48.4004346,9.9868743,3,,
2556677842,48.4021099,9.9942509,3,,
2568260410,48.4018933,9.9876557,1,,
2568268376,48.4017332,9.9880013,3,,
2568268377,48.4016264,9.9880527,1,,
2568270468,48.401427,9.9966849,4,,
2587538486,48.3973089,9.9979485,3,,
2587538501,48.3974149,9.997888,3,,
2588144375,48.3983045,9.9950891,3,,
2588144376,48.3987845,9.9950925,3,,
2588144377,48.3987878,9.9946862,3,,
2592180331,48.3970555,9.9918535,3,,
2593803976,48.4009033,9.9875219,4,crossing,
2627679097,48.3987218,9.9830986,1,,
2640677043,48.401369,9.9912174,3,,
2640677045,48.4018708,9.9934396,3,,
2640677047,48.4014788,9.9914395,3,,
2640677052,48.401312,9.9914554,3,,
2640677053,48.4018278,9.9932738,3,,
2640677054,48.4020032,9.9938036,3,,
2672282897,48.4005126,9.9887956,1,,
2672282899,48.4003417,9.988646,3,,
2697921083,48.3971916,9.990313,3,,
2697921084,48.3970861,9.9901656,3,,
2717223855,48.3976778,9.9957386,3,,
2717223857,48.3982215,9.9959115,3,,
2725150422,48.3996744,9.9878366,3,,
2725150432,48.3999097,9.9878381,1,,
2834228640,48.4011711,9.9966857,3,,
2834228641,48.4010028,9.9966909,4,crossing,
2834228644,48.4011748,9.996841,3,,
2834228647,48.4009183,9.9966802,3,,
2834228648,48.4008597,9.9968605,3,,
2954175460,48.3982697,9.9935394,3,,
2999406047,48.4001033,9.993277,3,,
2999413337,48.4002558,9.993067,3,,
2999413338,48.4002283,9.9923221,3,,
3002501450,48.4000043,9.9931951,1,,
3002501452,48.4000399,9.9931209,1,,
3002501453,48.4000715,9.993186,3,,
3002501458,48.4000703,9.9931389,3,,
3002575244,48.4001069,9.993272,1,,
3014329308,48.3976783,9.9902624,3,,
3014329315,48.3979562,9.9901641,1,,
3014329317,48.3979424,9.9901482,3,,
3053419763,48.3979825,9.9900673,3,,
3053419765,48.3978897,9.9900885,1,,
3080099850,48.3983836,9.9899007,1,,
3080099851,48.3985054,9.9899109,1,,
3080099852,48.3983989,9.9899038,3,,
3081314212,48.3983053,9.990326,4,,
3081314216,48.39872,9.9905312,4,,
3081314217,48.3989965,9.9910961,3,,
3081314219,48.3982992,9.9903509,1,,
3081325726,48.3989066,9.990705,3,,
3081325727,48.398919,9.9906878,1,,
3083421769,48.398832,9.9891365,3,,
3083421773,48.3989171,9.9891717,3,,
3121993480,48.3975098,9.9886452,3,,
3121993481,48.3970182,9.9885025,3,,
3121993485,48.397568,9.9886761,1,,
3121993487,48.3975639,9.9886303,1,,
3127681738,48.3973951,9.9873102,1,,
3127681744,48.3973737,9.9884854,1,,
3127681753,48.3973693,9.988558,3,,
3128819942,48.4001376,9.9941897,1,,
3128819944,48.4001674,9.9941919,3,,
3141638480,48.3982292,9.9958591,3,,
3141638497,48.3980654,9.9958446,3,,
3141652451,48.3988471,9.9962469,3,,
3141652452,48.3982252,9.9958863,3,,
3166471072,48.397395,9.9871723,3,,
3166471073,48.3974026,9.9863729,4,,
3166471074,48.3974239,9.986597,4,,
3166471224,48.3973487,9.9863825,3,,
3166471229,48.3974419,9.9863613,1,,
3168583644,48.3982698,9.9944024,3,,
3168583654,48.3989439,9.9959667,3,,
3168583659,48.3982926,9.9940653,1,,
3168585178,48.3982603,9.9942959,3,,
3168585188,48.3982417,9.9940818,3,,
3168585194,48.3980523,9.9944337,1,,
3168585198,48.3982935,9.9940898,4,,
3168585199,48.3984491,9.994064,1,,
3168585201,48.3989646,9.9959987,1,,
3178579082,48.4009726,9.9956923,3,,
3178579084,48.4008337,9.9956926,1,,
3183161796,48.4021401,9.9969117,3,,
3198478968,48.4024082,9.9960519,3,,
3198478977,48.4017808,9.9907035,3,,
3198478981,48.4017281,9.9903095,3,,
3200839411,48.4006131,9.9969495,3,,
3200839431,48.3999827,9.9969094,3,,
3200839432,48.4005043,9.9941522,1,,
3200839436,48.4009406,9.9943049,3,,
3220209422,48.3973684,9.9908075,1,,
3220209423,48.3973875,9.9914786,3,,
3220209429,48.3973596,9.990575,3,,
3221799963,48.4015477,9.9860832,1,,
3221799978,48.401819,9.9859812,1,,
3238065804,48.4016867,9.9843363,3,,
3238065805,48.4015818,9.9843452,3,,
3238065806,48.4016755,9.9851764,3,,
3238065807,48.401563,9.9847236,1,,
3238065808,48.4019642,9.984669,3,,
3238065809,48.4017339,9.9848014,1,,
3238065811,48.401794,9.9847671,3,,
3238065812,48.4017757,9.9851199,3,,
3245133524,48.4000055,9.9936929,3,,
3245133530,48.3999306,9.9938019,3,,
3247478573,48.3972992,9.9869434,4,crossing,
3247478574,48.3971823,9.9869438,3,,
3247478577,48.3971292,9.9871823,4,crossing,
3247478585,48.3971119,9.9874169,3,,
3247837174,48.3996728,9.9866688,1,,
3247837183,48.3992731,9.9864745,3,,
3250668261,48.398428,9.9861982,1,,
3250668264,48.3982822,9.986296,3,,
3254473362,48.4010699,9.9966888,3,,
3254473368,48.4009453,9.9945276,3,,
3254473375,48.4010208,9.9954469,3,,
3254473377,48.401061,9.9957202,3,,
3254473380,48.4008072,9.9880055,1,,
3276859734,48.3998512,9.9906579,3,,
3276859737,48.3995922,9.9906437,3,,
3286204715,48.4019238,9.9911381,3,,
3286204718,48.4019482,9.9912343,1,,
3286204719,48.4017616,9.9905602,3,,
3286204721,48.4017487,9.9904638,3,,
3286204722,48.4021202,9.994809,3,,
3286204723,48.4021775,9.9947952,3,,
3286204724,48.4019359,9.9912606,1,,
3286204730,48.401866,9.9904348,3,,
3286204732,48.4020176,9.9948343,1,,
3286204733,48.40222,9.9951418,3,,
3286204735,48.4018763,9.9905309,4,,
3286204737,48.4019349,9.9905154,1,,
3286204741,48.4019341,9.9912378,4,,
3287543773,48.3981336,9.9860456,3,,
3287543779,48.3979828,9.9861565,1,,
3305873445,48.3977543,9.9937049,3,,
3305873446,48.3976254,9.9938182,3,,
3360112093,48.401059,9.9960491,4,,
3446111409,48.3999337,9.9890267,3,,
3446111413,48.3999523,9.9889725,1,,
3461371500,48.4013737,9.9928731,3,,
3461371501,48.4011401,9.9928674,1,,
3504756627,48.4009913,9.9960113,3,,
3749039843,48.4006202,9.9878992,4,,
3749060352,48.4005218,9.9875172,4,,
3749060357,48.4005082,9.9876203,4,crossing,
3749060362,48.4003885,9.9886885,4,,
3749060363,48.4002815,9.9889284,4,,
3749060365,48.400096,9.9894136,3,,
3749060368,48.4005457,9.9877136,3,,
3749063907,48.4000469,9.9899507,2,,
3749063917,48.3997442,9.9872031,4,crossing,
3749069477,48.400532,9.9908276,3,,
3749082157,48.4000616,9.9891454,3,,
3793766025,48.4007107,9.9927586,3,,
3793766029,48.4008051,9.9931179,3,,
3793766034,48.4006644,9.9927598,3,,
3793766035,48.4005681,9.9929837,3,,
3793766041,48.4006629,9.99298,3,,
3793766042,48.400545,9.9934718,3,,
3793766045,48.4007412,9.9934897,1,,
3793766046,48.4007092,9.9929774,3,,
3793766049,48.4005445,9.9933674,3,,
4011544786,48.3984508,9.9830223,1,,
4013568598,48.398445,9.9827167,1,,
4013568599,48.3984493,9.982859,1,,
4021099857,48.4029021,9.9843524,3,,
4021099865,48.4028212,9.9840348,1,,
4022055948,48.3993824,9.9823855,1,,
4109464359,48.4002831,9.9811584,3,,
4121646943,48.3972995,9.9935392,3,,
4121740950,48.3979382,9.9904689,3,,
4121740956,48.3983008,9.9880357,3,,
4121740958,48.398336,9.9885745,3,,
4121740960,48.3983639,9.9894202,3,,
4121740961,48.3983617,9.989122,3,,
4121819529,48.3982253,9.987242,4,,
4136149839,48.3993749,9.9821543,1,,
4139241289,48.3973538,9.9872966,3,,
4139241290,48.3971921,9.9884225,4,,
4139241292,48.3971641,9.9888817,4,,
4139241295,48.397214,9.9901506,4,,
4139241296,48.3972458,9.9905822,4,,
4139241297,48.3972993,9.9910578,4,,
4139241298,48.3973539,9.9914823,3,,
4139385143,48.3998919,9.9830846,1,elevator,
4139385147,48.3999374,9.9830825,3,,
4156469798,48.400988,9.9872777,4,,
4156469799,48.4009575,9.9870422,3,,
4156469810,48.4024285,9.9865556,4,,
4162539403,48.4029388,9.9863553,4,,
4162539406,48.4025612,9.9865884,3,,
4193613040,48.3990093,9.9918999,3,,
4193613043,48.3992768,9.9918767,1,,
4266806328,48.4017379,9.9972853,3,,
4266806335,48.4023956,9.9978616,1,,
4266806339,48.4021923,9.9973944,3,,
4266806341,48.402509,9.9975773,3,,
4266806342,48.4022187,9.9976579,1,,
4266806344,48.4024073,9.9979835,4,,
4266806345,48.4022691,9.9976336,1,,
4266806351,48.401818,9.9972716,4,,
4266806358,48.402549,9.9979454,3,,
4266806362,48.4024814,9.997324,3,,
4281073130,48.4018372,9.9974966,4,,
4281073131,48.4019336,9.99776,3,,
4281073134,48.4019682,9.9977544,1,,
4281073135,48.4018608,9.9977729,4,,
4281073143,48.4019352,9.9977929,1,,
4281073146,48.4017654,9.9977861,3,,
4281073147,48.402002,9.9974659,3,,
4281073151,48.402004,9.9974965,1,,
4289414630,48.4019045,9.9974459,1,,
4289414637,48.401835,9.9974737,3,,
4328377652,48.4009514,9.994812,3,,
4328377663,48.4010147,9.994809,4,,
4328377668,48.4009457,9.9944382,3,,
4348250812,48.3970643,9.9858479,3,,
4368388604,48.3970298,9.9858792,3,,
4368388609,48.3991705,9.983662,3,,
4392707332,48.3993558,9.9900806,1,,
4392707335,48.3992507,9.9901342,3,,
4392707336,48.3993914,9.9903354,1,,
4398599623,48.3970087,9.981676,1,bus_stop,
4402583569,48.3970832,9.9813389,3,crossing,
4443918923,48.3972773,9.9884781,1,,
4443918924,48.3972206,9.987653,1,,
4443918926,48.3971503,9.9884116,4,,
4443918939,48.3971528,9.9888827,1,,
4471412686,48.3993683,9.9916139,1,,
4474234329,48.4019469,9.9942942,1,,
4526455132,48.3989179,9.9884592,1,,
4526455133,48.398978,9.9882809,3,,
4545285427,48.4015991,9.9873072,1,,
4545285429,48.4012558,9.9874829,1,,
4545285430,48.4014419,9.9873852,1,,
4545285431,48.4013755,9.9874156,1,,
4545431704,48.4024159,9.9865035,4,,
4545431706,48.4012274,9.9872278,3,traffic_signals,
4545455062,48.3991704,9.9898219,1,,
4546154679,48.4024447,9.9866251,4,,
4546154683,48.4028728,9.9861732,3,,
4546154684,48.4012406,9.9872837,3,,
4546175499,48.4011482,9.9872905,4,,
4546175503,48.4010648,9.987629,3,,
4546175504,48.4011024,9.9876244,3,,
4546175509,48.4009331,9.9870591,3,,
4546175510,48.4010148,9.9872551,4,,
4548257029,48.399604,9.9884802,2,,
4552790146,48.4024555,9.9866675,4,crossing,
4567076861,48.3986154,9.9954924,3,,
4620176281,48.4017502,9.9891096,1,,
4620176282,48.4019373,9.9888029,3,,
4738356381,48.3977612,9.9841858,3,,
4784446384,48.3998392,9.9885748,3,,
4785584178,48.4005595,9.9881713,3,,
4785584179,48.4011319,9.9899049,3,,
4841245243,48.4015746,9.9935473,3,,
4841245244,48.4015811,9.9937024,3,,
4841245245,48.4015364,9.9936685,3,,
4928597450,48.3994894,9.9825419,1,,
4928597451,48.3994857,9.9823784,1,,
4928597452,48.3994825,9.9822825,1,,
4928597453,48.3994795,9.9821483,1,,
4928597454,48.3995571,9.9826446,1,,
4928597455,48.3993229,9.9826626,1,,
4928597456,48.3994631,9.9829485,1,,
4928597457,48.3994061,9.9829525,1,,
5077442483,48.4012118,9.9873115,4,,
5077442499,48.4010644,9.9871846,4,,
5077442500,48.401086,9.9872666,4,,
5077442502,48.4011956,9.9872512,4,,
5077442503,48.4012063,9.9872915,4,,
5077443321,48.4011912,9.9872335,4,,
5077443322,48.4011721,9.9871573,4,crossing,
5253950365,48.4028091,9.9925051,1,,
5253950368,48.4027602,9.9922821,3,,
5275132593,48.3985011,9.982531,4,,
5275132594,48.3987079,9.9825186,3,,
5275132595,48.398494,9.9822718,4,,
5275132596,48.3987049,9.9822573,3,,
5323998591,48.402499,9.9863406,3,,
5323998593,48.4025211,9.9864286,4,,
5323998594,48.4025332,9.986477,4,,
5323998595,48.4025519,9.9865512,4,crossing,
5323998612,48.401091,9.9872049,4,,
5323998613,48.4010728,9.9872164,4,,
5374745544,48.4000059,9.985453,3,,
5374865742,48.4011766,9.989932,4,,
5374865744,48.4010048,9.9892986,4,,
5410314178,48.4010011,9.9833598,3,,
5410314180,48.4010918,9.9833022,3,,
5410314181,48.4022389,9.9833,3,,
5410314183,48.4017249,9.9833309,3,,
5412782973,48.4014927,9.9962899,1,,
5413975500,48.4006064,9.9906131,3,,
5413975507,48.4004779,9.990606,3,,
5413975508,48.4005794,9.9907037,3,,
5621690500,48.3970574,9.9885926,3,,
5868253495,48.3970898,9.9874937,1,,
5868253501,48.3971002,9.9874372,1,,
5868253507,48.3971007,9.9874999,3,,
5868253508,48.3971091,9.9874488,3,,
5897132015,48.3985156,9.9830644,4,,
5897132016,48.3987214,9.9830515,3,,
5897132017,48.3985078,9.9827775,4,,
5897132018,48.3987104,9.9827659,3,,
5911031175,48.400873,9.9884063,3,,
5928385951,48.3984737,9.9940317,1,,
5934070628,48.3975863,9.9917708,3,,
5934070633,48.3976865,9.9915732,3,,
5934070638,48.3979803,9.9916349,3,,
5934070646,48.398078,9.9930291,3,,
5934089448,48.3980173,9.9920519,3,,
5934125005,48.4003005,9.994662,3,,
5936918604,48.4020732,9.9976669,1,,
5936918605,48.4015393,9.9973339,1,,
5961316644,48.4025308,9.9869701,3,,
5961316646,48.4027873,9.9871976,1,,
5961320836,48.4025803,9.9871796,3,,
5961320837,48.4023865,9.9872958,1,,
5961328458,48.4023781,9.9879962,3,,
5961328459,48.4024517,9.9883091,1,,
5961335817,48.4028995,9.9884614,3,,
5961357846,48.4018934,9.9916538,3,,
5961357847,48.4021396,9.9915864,1,,
5979771395,48.4020476,9.9965338,3,,
5979771396,48.40203,9.9962587,1,,
5979771397,48.4022756,9.9956071,3,,
5979771398,48.4019846,9.99567,1,,
5979771400,48.4002368,9.9947395,3,,
6008302042,48.4009564,9.9922755,3,,
6008302043,48.4008167,9.9922702,1,,
6008327712,48.3981261,9.9902325,4,,
6008327714,48.398992,9.9915112,3,,
6017292577,48.4012279,9.9873729,4,crossing,
6017292578,48.4029217,9.9862975,3,,
6024675899,48.4010628,9.9874675,6,,
6024675900,48.4010386,9.9872387,4,,
6024675901,48.4009229,9.987342,4,,
6024675902,48.4008693,9.9873849,4,crossing,
6028249083,48.3982856,9.9898028,3,,
6028249084,48.3988465,9.989836,3,,
6036473155,48.399874,9.9866005,3,,
6036473157,48.3997131,9.9866203,1,,
6036473158,48.3997857,9.9869841,3,,
6036473160,48.3996631,9.9868454,1,,
6041422782,48.4029927,9.986155,4,,
6041422783,48.4029799,9.9861087,4,,
6041422784,48.4029533,9.9860115,4,crossing,
6050771868,48.397252,9.9918571,3,,
6050771879,48.3972897,9.9940249,3,,
6058475469,48.39763,9.9915561,4,,
6063895210,48.4022534,9.9862772,1,,
6063895215,48.4023651,9.9863047,4,crossing,
6063895226,48.4008735,9.9871485,4,crossing,
6063895227,48.4009454,9.9871073,4,,
6063895228,48.400952,9.9871035,4,,
6063895229,48.400971,9.9870926,4,,
6063895230,48.4009788,9.9870882,4,,
6063895231,48.4008274,9.9871749,3,,
6103677062,48.4005442,9.9859382,4,crossing,
6103677063,48.4006094,9.985894,4,,
6103677064,48.4006344,9.9858771,4,,
6103677065,48.400693,9.9858373,4,crossing,
6103677066,48.4007488,9.9857995,3,,
6103692868,48.4020969,9.9868961,1,,
6121210656,48.4010889,9.9870115,3,,
6178146192,48.3975545,9.9920989,3,,
6180988898,48.4028969,9.9945022,1,,
6180988901,48.4028344,9.9945172,3,,
6180988909,48.402823,9.9944123,1,,
6180988911,48.4028801,9.9948961,3,,
6181125309,48.3973768,9.984604,3,,
6181125311,48.3972402,9.9846169,4,,
6267992554,48.3987041,9.9821903,1,,
6267992555,48.3987068,9.9823309,1,,
6267992556,48.3987066,9.9824406,1,,
6267992557,48.3987101,9.9825984,1,,
6267992558,48.398709,9.9826994,1,,
6267992559,48.3987118,9.9828349,1,,
6267992560,48.398721,9.9830006,1,,
6269515397,48.3972463,9.9874678,3,,
6276485302,48.3993487,9.9842284,1,bus_stop,1
6276811750,48.4011427,9.9870334,3,,
6277527524,48.4014919,9.9912059,3,,
6277527532,48.401617,9.9908859,3,,
6382031447,48.4019378,9.9878744,3,,
6382031448,48.4019148,9.9877963,1,,
6385115885,48.4024539,9.9914578,1,,
6385115886,48.4026427,9.988325,1,,
6518484630,48.4002593,9.9847512,4,,
6518484631,48.4002369,9.984771,4,,
6655750471,48.4007045,9.988214,3,,
6655890082,48.4006557,9.9877654,3,,
6658370387,48.4007007,9.9880566,3,,
6690420082,48.3988797,9.9870333,1,,
6690460110,48.3983198,9.9866186,3,,
6692088481,48.4000283,9.9933022,1,,
6693634980,48.4009168,9.9965382,1,,
6693634981,48.4009035,9.9960833,1,,
6698263470,48.4014549,9.9883488,1,,
6698263471,48.4014554,9.9883505,3,,
6722683748,48.3972468,9.9880244,4,,
6862710941,48.3989797,9.9843478,3,,
6966483919,48.397607,9.9977462,4,,
7088276507,48.3975479,9.9949206,3,,
7088276508,48.3975632,9.9951053,3,,
7088276509,48.3975523,9.9949715,3,,
7088276515,48.3975371,9.9950338,1,,
7188056134,48.3972449,9.995859,3,,
7188060418,48.3972362,9.9959315,3,,
7188060444,48.3971201,9.9970962,3,,
7188060445,48.397079,9.9969365,3,,
7227271233,48.3984165,9.9864173,3,,
7526640095,48.4006053,9.9877369,4,,
7526640098,48.4005962,9.9880006,3,,
7651815762,48.3988428,9.9886774,3,,
7651815763,48.3986436,9.98868,1,,
7734774462,48.3997998,9.9850165,4,,
7734774464,48.3990651,9.9848682,3,,
7734986283,48.3995964,9.9844399,1,,
7745089366,48.3995977,9.9844748,1,,
7745089371,48.3995676,9.9847239,1,,
7745089373,48.3994668,9.9844854,6,,
7745089382,48.4000984,9.985981,1,,
7745089383,48.4001436,9.9859455,3,,
7746633680,48.3996886,9.9850857,1,elevator,P1;P2
7746633681,48.399579,9.9847541,3,,
7746662792,48.3994762,9.9845068,3,,
7746662793,48.3995745,9.9847176,1,,
7746662796,48.3994262,9.9842454,3,,
7746662798,48.399418,9.9839002,4,,
7770043892,48.3982089,9.9860592,1,,
7770043893,48.3981535,9.9861029,3,,
7770072986,48.3995877,9.9848966,4,,
7805977577,48.3974346,9.984727,3,,
7844174397,48.3976532,9.9943251,3,,
7997040401,48.3997864,9.9954973,1,,
7997040420,48.3996711,9.9954926,3,,
8093075703,48.3984401,9.9824587,1,,
8093075704,48.3984441,9.9826153,1,,
8093075705,48.3984418,9.9825344,3,,
8093155317,48.398433,9.9822094,1,,
8093155318,48.3984391,9.9823446,1,,
8093155319,48.398435,9.9822757,3,,
8093155337,48.3984463,9.9827798,3,,
8093155338,48.3984522,9.9830685,3,,
8093155340,48.3984537,9.9831175,1,,
8094806777,48.399558,9.9826922,3,,
8145472719,48.399423,9.9847638,1,,
8191232200,48.3993959,9.9854482,3,,
8191232201,48.3993683,9.9857057,3,,
8191232202,48.3993682,9.9854285,1,,
8191232203,48.3994003,9.9857149,1,,
8394963934,48.4011328,9.9874406,4,,
8394963935,48.401138,9.9874291,4,,
8394963950,48.4011309,9.9874336,4,,
8394963952,48.4000548,9.9870826,1,,
8394963954,48.4004285,9.9869729,4,,
8394963958,48.4001558,9.9867231,1,,
8394963959,48.4000278,9.9862376,3,,
8443635495,48.3991038,9.9857049,3,,
8443635496,48.3990925,9.9857419,1,,10
8443635497,48.3991797,9.9857574,3,,
8443635498,48.399169,9.985792,1,,
8638166282,48.397837,9.9844968,3,,
8638166283,48.3977895,9.9845215,3,,
8638166293,48.3986542,9.9836994,3,,
8638166296,48.398946,9.9836783,3,,
8638166298,48.398532,9.9837692,4,,
8662564000,48.39847,9.9843941,3,,
8706618693,48.3976907,9.9968738,1,,
8706618694,48.3976867,9.9967565,3,,
8789685963,48.402161,9.9964326,3,,
8789685970,48.40233,9.9960626,3,,
8856405174,48.3995932,9.9843083,4,crossing,
8933734695,48.3995881,9.9841013,4,,
8933734696,48.3995899,9.9841737,4,,
8951791368,48.3978063,9.9842994,4,,
8951791371,48.3978226,9.984343,4,,
8951791376,48.3989951,9.9843947,1,,
8968601664,48.3995866,9.98399,4,crossing,
8972066671,48.3977219,9.9841234,3,crossing,
8988589551,48.4000652,9.9840868,4,,
8988589552,48.3989419,9.9835745,1,,1/1
8988589559,48.3994217,9.9840773,3,,
8988589561,48.3999879,9.9845179,1,,
9008064951,48.3983642,9.984454,3,,
9008064952,48.3983659,9.9845138,1,,
9008064962,48.397152,9.9847919,3,,
9100238714,48.3985325,9.9840763,5,crossing,
9100238715,48.3985361,9.9842002,4,,
9100238716,48.3985388,9.9842678,4,,
9100238917,48.3985447,9.9843898,4,crossing,
9100238918,48.3985468,9.9844379,3,,
9235444941,48.3993422,9.9841015,1,bus_stop,2
9261024069,48.397324,9.9874926,3,,
9261024073,48.3972156,9.9871785,4,,
9325010264,48.3995842,9.9839253,4,,
9325010289,48.3988796,9.9813393,1,,
9325010291,48.3986481,9.9812625,3,,
9623603411,48.4001611,9.9861572,4,,
9656292868,48.3978668,9.9840195,1,,
9656292876,48.3979374,9.9842134,3,,
9656292880,48.3977985,9.9841924,4,,
9656292882,48.3977926,9.9840261,1,,
9656292888,48.3978712,9.9841528,3,,
9656292892,48.3979163,9.9843946,3,,
9659768978,48.3984652,9.9840813,3,,
9659768991,48.4004596,9.9869569,3,,
9990157414,48.4020228,9.9928647,3,,
9990252221,48.4026698,9.9936195,3,,
9990252226,48.4025045,9.9927305,3,,
9990252228,48.4024373,9.9923689,3,,
9990293414,48.4026279,9.9933847,3,,
10011882140,48.3978376,9.9844166,3,,
10077531602,48.4001092,9.9847997,3,,
10077531603,48.3999079,9.9850969,3,,
10079889542,48.3997329,9.9872553,3,,
10079889544,48.4001037,9.985976,4,,
10080033983,48.3976306,9.9841568,3,,
10086696067,48.3986463,9.9834659,3,,
10086696073,48.3985044,9.983772,3,,
10108110180,48.3983847,9.9863846,3,,
10221267992,48.4001764,9.9849903,3,,
10932013550,48.4009403,9.9876594,3,,
11043013173,48.3974135,9.9869548,4,,
11051287401,48.397286,9.9858591,4,,
11051287403,48.3973775,9.9862183,4,,
11078563876,48.3989118,9.9849911,3,,
11188174727,48.4028863,9.9921654,3,,
11188174733,48.4022081,9.9906213,1,,
11188174735,48.4023145,9.9910433,3,,
11309993573,48.399423,9.9836411,4,,
11309993582,48.3996339,9.9844367,1,,
11309993584,48.400192,9.9835752,3,,
11309993586,48.3985299,9.9839957,3,,
11309993590,48.3999624,9.9840272,3,,
11309993592,48.3995766,9.9836279,3,,
11309993593,48.4000501,9.9835865,5,,
11310551974,48.4000245,9.9841866,3,,
11310551976,48.4000537,9.9840843,4,,
11310551982,48.3985311,9.9840392,3,,
11310551983,48.3984851,9.9840411,3,,
11535006784,48.3975493,9.9979325,3,,
11598700742,48.3981199,9.9840703,3,,
